index,path,error
2292,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (354)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2294,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (355)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2308,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (369)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2309,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (37)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2311,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (370)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2318,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (378)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2320,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (379)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2322,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (38)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2324,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (380)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2325,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (381)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2327,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (383)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2330,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (385)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2331,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (386)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2334,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (388)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2336,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (39)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2337,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (39)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2338,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (391)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2341,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (393)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2346,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (397)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2349,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (400)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2354,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (402)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2356,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (406)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2358,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (406)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2362,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (411)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2363,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (411)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2364,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (411)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2365,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (413)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2367,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (416)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2376,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (421)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2380,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (424)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2382,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (424)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2383,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (427)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2387,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (430)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2391,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (435)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2396,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (438)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2398,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (442)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2401,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (446)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2402,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (446)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2403,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (446)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2405,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (447)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2407,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (45)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2418,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (462)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2419,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (462)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2425,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (467)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2426,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (468)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2430,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (473)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2431,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (473)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2432,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (474)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2433,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (474)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2435,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (475)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2436,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (475)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2437,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (476)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2438,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (477)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2442,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (481)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2448,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (490)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2450,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (491)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2452,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (495)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2453,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (496)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2455,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (498)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2457,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (499)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2459,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (501)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2461,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (502)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2464,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (509)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2467,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (511)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2470,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (514)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2471,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (514)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2472,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (515)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2473,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (516)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2474,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (517)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2480,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (521)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2487,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (525)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2491,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (531)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2494,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (532)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2495,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (532)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2501,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (535)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2502,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (536)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2503,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (537)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2506,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (540)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2510,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (545)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2518,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (550)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2519,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (551)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2520,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (551)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2527,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (560)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2529,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (562)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2532,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (569)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2542,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (58)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2544,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (581)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2545,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (581)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2547,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (581)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2548,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (582)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2549,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (583)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2563,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (595)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2566,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (598)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2572,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (609)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2575,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (610)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2577,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (611)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2583,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (618)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2585,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (62)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2591,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (624)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2604,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (633)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2609,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (636)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2610,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (636)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2611,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (638)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2612,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (638)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2614,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (639)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2623,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (648)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2626,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (65)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2628,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (650)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2631,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (651)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2636,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (659)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2637,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (66)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2639,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (661)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2643,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (664)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2650,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (672)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2655,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (677)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2657,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (679)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2661,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (681)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2662,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (681)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2668,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (685)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2674,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (69)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2685,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (70)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2691,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (703)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2693,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (704)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2694,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (705)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2703,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (716)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
2707,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Abnormal_Sperm\Abnormal_Sperm (72)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
